budget,log_budget,is_low_budget,is_mid_budget,is_blockbuster_budget,runtime,num_genres,num_production_companies,num_cast,num_keywords,is_franchise,release_year,release_month,release_dayofweek,release_quarter,is_weekend_release,is_summer_release,is_holiday_release,days_since_2000,director_popularity,actor_1_popularity,actor_2_popularity,actor_3_popularity,avg_actor_popularity,max_actor_popularity,total_star_power,has_popular_director,has_popular_lead,has_major_studio,is_disney,is_warner,is_universal,director_historical_avg_log_revenue,director_prior_films,is_director_debut,lead_actor_historical_avg_log_revenue,lead_actor_prior_films,movies_same_month,blockbusters_same_month,title_length,title_word_count,title_suggests_sequel,cert_g,cert_pg,cert_pg13,cert_r,is_family_friendly_cert,is_r_rated,num_trailers,num_teasers,has_trailer,has_multiple_trailers,has_teaser,days_trailer_before_release,early_marketing,late_marketing,social_media_presence,has_strong_social,has_tagline,tagline_length,has_homepage,overview_length,num_release_countries,wide_release,num_production_countries,is_us_production,num_spoken_languages,is_english,num_writers,num_producers,num_exec_producers,writer_popularity,producer_popularity,composer_popularity,cinematographer_popularity,total_crew_popularity,has_popular_composer,production_team_size,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_thriller,genre_war,genre_western,keyword_superhero,keyword_sequel_keyword,keyword_family_friendly,keyword_action_heavy,keyword_romance,keyword_scifi,keyword_horror_keyword
242000,12.396697137361691,1,0,0,116,2,3,36,13,1,2012,7,5,3,1,1,0,4592,0.3209,0.7345,0.1817,1.0248,0.6469999999999999,1.0248,2.2619,0,0,0,0,0,0,0.0,0,1,0.0,0,7,1,5,1,1,0,0,0,1,0,1,1,0,1,0,0,38.0,0,0,0,0,1,26,1,182,16,0,1,1,1,1,10,6,0,1.0962,1.1678,0.0,1.2357,3.4997000000000003,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000000,16.52356082573315,0,1,0,97,2,5,45,22,0,2012,7,0,3,0,1,0,4594,1.2481,8.5698,1.4706,2.4607,4.167033333333333,8.5698,13.749200000000002,0,0,0,0,0,0,0.0,0,1,19.499812150438785,5,7,1,19,3,0,0,0,0,1,0,1,3,0,1,1,0,-11.0,0,1,1,0,1,30,1,151,57,1,1,1,1,1,2,5,8,1.2481,8.5698,0.0,1.4474,11.265300000000002,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22000000,16.906553056777135,0,1,0,94,2,3,61,6,1,2012,8,3,3,0,1,0,4597,0.1785,2.4404,1.6031,3.1504,2.3979666666666666,3.1504,7.372399999999999,0,0,0,0,0,0,18.099469422925296,1,0,18.124452496758643,2,11,3,30,7,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,24,0,427,16,0,1,1,1,1,3,2,2,0.6328,0.2904,0.395,0.3673,1.6855,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125000000,18.643824303266577,0,0,1,118,3,5,47,15,0,2012,8,3,3,0,1,0,4597,0.7589,5.7542,5.8743,7.7802,6.469566666666666,7.7802,20.1676,0,0,0,0,0,0,0.0,0,1,0.0,0,11,3,12,2,0,0,0,1,0,0,0,3,8,1,1,1,128.0,0,0,0,0,1,13,1,279,49,1,3,1,1,1,7,3,2,3.0001,0.9055,0.5687,0.4883,4.9626,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
60000000,17.909855136853043,0,1,0,93,4,1,50,13,0,2012,8,4,3,1,1,0,4598,1.1424,1.2654,1.1022,4.5196,2.295733333333333,4.5196,8.029599999999999,0,0,0,0,0,0,0.0,0,1,16.999613306662038,1,11,3,10,1,0,0,1,0,0,1,0,5,3,1,1,1,147.0,0,0,0,0,1,53,1,280,37,1,1,1,1,1,11,2,0,0.2234,2.0341,0.2011,0.1457,2.6043,0,13,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130000000,18.683045016112164,0,0,1,135,2,5,102,19,1,2012,8,2,3,0,1,0,4603,0.9699,5.4004,4.4426,6.8778,5.5736,6.8778,17.6907,0,0,1,0,0,1,0.0,0,1,0.0,0,11,3,17,3,0,0,0,1,0,0,0,3,0,1,1,0,182.0,1,0,0,0,1,24,1,128,44,1,1,1,2,1,4,5,2,1.4165,0.8575,0.7382,0.3573,3.3695,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100000000,18.420680753952364,0,0,1,103,3,4,43,7,1,2012,8,2,3,0,1,0,4603,0.69,9.6712,17.825,4.8923,10.796166666666666,17.825,33.0785,0,0,1,0,0,0,17.74872361992025,1,0,19.43035396246004,1,11,3,17,3,1,0,0,0,1,0,1,1,0,1,0,0,97.0,0,0,0,0,1,13,0,217,39,1,4,1,1,1,6,5,7,9.6712,1.687,0.7036,0.4726,12.5344,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
95000000,18.36938746009113,0,1,0,85,1,4,112,10,0,2012,8,3,3,0,1,0,4604,0.9683,3.7772,4.4625,2.7422,3.6606333333333336,4.4625,11.9502,0,0,0,0,0,0,19.524331647454115,2,0,19.297285911713438,3,11,3,12,2,0,0,0,0,1,0,1,3,28,1,1,1,89.0,0,0,0,0,1,23,1,158,33,1,1,1,1,1,5,4,3,1.0371,4.4625,0.4394,0.1428,6.0818,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,17.034386422832473,0,1,0,105,4,1,39,2,0,2012,8,2,3,0,1,0,4610,0.3404,3.5101,2.82,0.1689,2.166333333333333,3.5101,6.8393999999999995,0,0,1,1,0,0,0.0,0,1,0.0,0,11,3,29,6,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,1,23,1,166,27,1,1,1,1,1,1,3,0,0.3404,0.1924,0.6636,0.5601,1.7565,0,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500000,14.731801689838349,1,0,0,89,4,6,15,4,0,2012,8,4,3,1,1,0,4619,0.7249,1.5115,4.302,3.837,3.216833333333333,4.302,10.375399999999999,0,0,0,0,0,0,0.0,0,1,0.0,0,11,3,13,3,0,0,0,1,0,0,0,1,0,1,0,0,52.0,0,0,1,0,1,37,0,554,16,0,1,1,1,1,1,4,9,0.4447,0.9015,0.0596,0.2192,1.6250000000000002,0,14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35000000,17.370858648025116,0,1,0,91,3,2,84,16,0,2012,8,4,3,1,1,0,4619,0.9662,4.3365,4.2378,1.1527,3.2423333333333333,4.3365,10.6932,0,0,1,0,0,0,0.0,0,1,17.483875623540083,1,11,3,12,2,0,0,0,1,0,0,0,1,0,1,0,0,344.0,1,0,0,0,1,14,1,139,33,1,1,1,2,1,2,1,1,1.3813,0.2638,0.0502,0.5327,2.2279999999999998,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26000000,17.073607134447293,0,1,0,115,3,7,34,17,0,2012,8,2,3,0,1,0,4624,0.499,4.454,9.3268,6.4043,6.728366666666666,9.3268,20.6841,0,0,0,0,0,0,0.0,0,1,20.606659941313776,3,11,3,7,1,0,0,0,0,1,0,1,1,0,1,0,0,126.0,0,0,0,0,1,51,1,447,50,1,1,1,1,1,2,4,2,0.713,1.042,0.713,0.1729,2.6409,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14000000,16.454567959008102,1,0,0,92,2,3,23,12,0,2012,8,3,3,0,1,0,4625,0.4666,7.6271,3.4423,2.7137,4.594366666666667,7.6271,14.249699999999999,0,0,1,0,0,0,0.0,0,1,16.97590949548232,1,11,3,14,2,0,0,0,1,0,0,0,1,0,1,0,0,88.0,0,0,0,0,1,37,1,208,34,1,2,1,3,1,3,3,7,0.2499,1.8847,0.2452,0.7191,3.0989,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20000000,16.811242881518265,0,1,0,105,3,2,43,28,0,2012,9,5,3,1,0,0,4627,0.2006,4.2378,10.461,3.8339,6.177566666666666,10.461,18.7333,0,0,0,0,0,0,0.0,0,1,15.13488997649256,1,18,0,10,2,0,0,0,0,1,0,1,1,0,1,0,0,-135.0,0,1,0,0,1,48,0,82,30,1,1,1,1,1,3,3,8,0.6386,0.4024,0.1037,1.4543,2.5989999999999998,0,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40600000,17.5192786492025,0,1,0,130,3,2,124,8,0,2012,9,3,3,0,0,0,4632,1.8819,8.3134,7.8344,4.2216,6.7898,8.3134,22.251299999999997,0,0,0,0,0,0,17.970982815440145,1,0,17.128315318248724,1,18,0,13,2,0,0,0,0,1,0,1,1,0,1,0,0,77.0,0,0,0,0,1,22,0,283,36,1,2,1,3,1,2,3,1,0.8888,1.0083,0.9408,1.2329,4.0708,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35000000,17.370858648025116,0,1,0,96,3,2,32,8,0,2012,9,3,3,0,0,0,4632,0.69,7.1586,0.6826,2.5832,3.4748,7.1586,11.1144,0,0,0,0,0,0,19.025124473135545,2,0,18.879384879947008,6,18,0,6,1,0,0,0,0,1,0,1,2,0,1,1,0,16.0,0,1,0,0,1,44,1,368,22,1,1,1,2,1,1,3,8,0.5505,0.1862,0.4764,0.6548,1.8679000000000001,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6000000,15.607270193858982,1,0,0,96,2,6,24,2,0,2012,9,4,3,1,0,0,4633,0.5477,3.4374,11.7779,3.9975,6.404266666666667,11.7779,19.7605,0,0,0,0,0,0,0.0,0,1,19.697790392736557,4,18,0,9,2,0,0,0,1,0,0,0,1,0,1,0,0,102.0,0,0,0,0,1,41,1,444,25,1,1,1,2,1,2,3,4,0.5477,0.1432,0.2755,0.4527,1.4190999999999998,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50000000,17.72753358339242,0,1,0,96,2,5,34,18,0,2012,9,4,3,1,0,0,4633,1.0005,5.351,2.8816,5.1227,4.451766666666667,5.351,14.3558,0,0,0,0,0,0,0.0,0,1,0.0,0,18,0,5,1,0,0,0,0,1,0,1,3,2,1,1,1,77.0,0,0,0,0,1,20,1,514,36,1,4,1,1,1,3,5,3,1.2906,1.2906,0.0868,1.0314,3.6994000000000002,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
45000000,17.622173069956816,0,1,0,113,3,4,59,16,0,2012,9,6,3,1,0,0,4635,1.4142,3.1599,5.1646,7.286,5.2035,7.286,17.0247,0,0,0,0,0,0,0.0,0,1,20.147658907017394,1,18,0,14,2,0,0,0,0,0,0,0,1,0,1,0,0,6.0,0,1,1,0,1,47,0,450,65,1,2,1,3,1,2,5,2,0.7088,0.496,0.2449,1.0081,2.4577999999999998,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
65000000,17.989897843244528,0,1,0,95,3,3,18,13,1,2012,9,2,3,0,0,0,4638,1.8224,8.4717,2.6729,4.4173,5.1873000000000005,8.4717,17.3843,0,0,0,0,0,0,19.19195164595514,2,0,19.520053027084842,1,18,0,26,3,0,0,0,0,1,0,1,1,0,1,0,0,90.0,0,0,0,0,1,16,1,784,48,1,3,1,1,1,1,4,1,1.8224,3.5225,0.619,0.1167,6.0806,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
32000000,17.281246492014,0,1,0,137,1,3,82,15,0,2012,9,4,3,1,0,0,4640,2.1889,3.3802,2.4967,5.1585,3.6784666666666666,5.1585,13.2243,0,0,0,0,0,0,0.0,0,1,0.0,0,18,0,10,2,0,0,0,0,1,0,1,4,0,1,1,0,24.0,0,1,0,0,0,0,0,247,38,1,1,1,1,1,1,4,2,2.1889,2.1889,0.5067,0.1619,5.0464,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4500000,15.319588176962746,1,0,0,103,2,3,21,5,0,2012,9,2,3,0,0,0,4645,0.6631,6.5466,2.6553,4.5447,4.5822,6.5466,14.4097,0,0,0,0,1,0,0.0,0,1,19.040504825034663,1,18,0,11,3,0,0,0,1,0,0,0,1,0,1,0,0,141.0,0,0,0,0,1,36,0,142,8,0,1,0,1,1,2,2,3,0.6631,0.2506,0.6713,0.2105,1.7954999999999999,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13000000,16.380459992348886,1,0,0,103,1,1,40,27,0,2012,9,3,3,0,0,0,4646,0.6542,5.0109,9.5955,2.3359,5.647433333333333,9.5955,17.5965,0,0,0,0,0,0,0.0,0,1,19.005049616517287,2,18,0,31,6,0,0,0,1,0,0,0,2,3,1,1,1,108.0,0,0,3,1,1,16,1,259,45,1,1,1,1,1,2,3,2,0.6542,3.9469,0.2048,0.369,5.174899999999999,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7000000,15.76142084987672,1,0,0,109,3,7,40,20,0,2012,9,3,3,0,0,0,4646,0.7999,8.0847,5.3632,2.9792,5.4757,8.0847,17.226999999999997,0,0,0,0,0,0,0.0,0,1,18.86086455855203,4,18,0,12,3,0,0,0,0,1,0,1,3,6,1,1,1,58.0,0,0,2,1,1,42,1,164,52,1,1,1,2,1,1,3,8,0.7999,2.2031,0.0502,0.2819,3.3350999999999997,0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85000000,18.258161826219297,0,1,0,91,4,3,49,15,1,2012,9,3,3,0,0,0,4646,0.574,4.7182,6.0911,2.5797,4.463,6.0911,13.963000000000001,0,0,1,0,0,0,0.0,0,1,18.971392547380447,4,18,0,18,2,0,0,1,0,0,1,0,2,0,1,1,0,149.0,0,0,3,1,1,42,1,430,43,1,1,1,1,1,5,1,3,0.7173,0.1397,0.4764,0.0,1.3334,0,9,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6900000,15.747032114495013,1,0,0,101,2,3,24,5,0,2012,9,4,3,1,0,0,4647,0.3699,7.5858,4.2736,3.0724,4.977266666666667,7.5858,15.3017,0,0,0,0,0,0,0.0,0,1,19.684569455486443,2,18,0,30,7,0,0,0,1,0,0,0,1,0,1,0,0,102.0,0,0,0,0,1,43,0,215,21,1,2,1,1,1,2,3,6,0.4534,0.2813,0.1762,0.1148,1.0257,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60000000,17.909855136853043,0,1,0,111,2,2,61,14,0,2012,9,4,3,1,0,0,4647,0.3258,4.8803,5.1585,1.5247,3.8545,5.1585,11.889299999999999,0,0,1,0,1,0,0.0,0,1,0.0,0,18,0,22,4,0,0,0,1,0,0,0,1,0,1,0,0,44.0,0,0,1,0,1,28,1,245,50,1,1,1,1,1,1,3,1,0.0707,4.8803,0.5032,0.2357,5.6899,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30000000,17.216707972959764,0,1,0,118,3,3,42,16,0,2012,9,2,3,0,0,0,4652,2.5739,4.3365,5.7808,24.1846,11.433966666666668,24.1846,36.8758,0,0,0,0,0,0,0.0,0,1,17.37496140578946,2,18,0,6,1,0,0,0,0,1,0,1,3,0,1,1,0,166.0,0,0,0,0,1,44,1,370,44,1,1,1,1,1,1,2,5,2.5739,0.3532,0.5163,0.5057,3.9491000000000005,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
45000000,17.622173069956816,0,1,0,91,3,7,61,11,1,2012,9,3,3,0,0,0,4653,0.6223,7.6568,2.5115,7.1627,5.777,7.6568,17.9533,0,0,0,0,0,0,18.085326056640238,1,0,19.544931551521522,5,18,0,7,2,1,0,0,1,0,0,0,2,4,1,1,1,93.0,0,0,0,0,1,57,0,148,46,1,3,1,3,1,4,1,0,2.8986,2.8986,0.3324,0.7102,6.8398,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60000000,17.909855136853043,0,1,0,104,4,13,46,10,0,2012,9,3,3,0,0,0,4653,0.1311,5.8539,1.2938,3.0532,3.4003,5.8539,10.332,0,0,0,0,0,0,0.0,0,1,16.450784919742517,2,18,0,11,2,0,0,0,1,0,0,0,1,0,1,0,0,-287.0,0,1,0,0,1,23,0,311,20,0,2,0,1,1,3,5,0,0.6857,3.4476,0.1367,0.1174,4.3874,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
17000000,16.648723960844016,0,1,0,112,3,3,125,17,1,2012,9,4,3,1,0,0,4654,0.2498,4.5196,2.3514,4.5436,3.804866666666667,4.5436,11.664399999999999,0,0,1,0,0,1,0.0,0,1,0.0,0,18,0,13,2,0,0,0,1,0,0,0,1,1,1,0,1,105.0,0,0,0,0,1,18,1,482,31,1,1,1,1,1,2,3,1,0.5183,3.4439,1.4179,0.5148,5.894900000000001,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
39000000,17.479072229734946,0,1,0,87,3,1,14,6,0,2012,10,3,4,0,0,0,4660,2.9625,6.7469,2.703,2.1916,3.8805,6.7469,14.604,0,0,0,0,0,0,19.921805872849042,5,0,0.0,0,9,2,13,1,0,0,1,0,0,1,0,3,0,1,1,0,216.0,1,0,0,0,1,20,1,285,47,1,1,1,1,1,13,2,1,2.9625,2.9625,1.6667,0.1261,7.7177999999999995,0,16,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20000000,16.811242881518265,0,1,0,94,3,3,26,11,1,2012,10,2,4,0,0,0,4666,0.5869,0.9643,5.2175,2.7776,2.986466666666667,5.2175,9.5463,0,0,0,0,1,0,0.0,0,1,0.0,0,9,2,26,4,0,0,0,0,1,0,1,1,0,1,0,0,72.0,0,0,1,0,1,83,0,372,23,1,3,0,1,1,2,2,1,0.5869,0.5186,0.2125,0.1935,1.5114999999999998,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
42000000,17.553180200057167,0,1,0,105,3,4,42,6,0,2012,10,2,4,0,0,0,4666,0.8043,3.9634,5.3818,2.302,3.8824,5.3818,12.4515,0,0,1,0,0,0,18.950720592527976,1,0,18.950720592527976,1,9,2,19,4,0,0,1,0,0,1,0,2,6,1,1,1,106.0,0,0,0,0,1,49,0,136,29,1,1,1,1,1,2,3,1,3.9634,3.9634,0.3682,1.924,10.219,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44500000,17.61099976960838,0,1,0,120,2,3,119,13,0,2012,10,3,4,0,0,0,4667,19.6933,19.6933,5.2334,2.0489,8.991866666666667,19.6933,46.66890000000001,0,0,1,0,1,0,18.85263286675618,1,0,19.524690246423265,2,9,2,4,1,0,0,0,0,1,0,1,2,27,1,1,1,155.0,0,0,1,0,1,41,1,189,64,1,2,1,4,1,3,3,6,0.3556,19.6933,0.4184,0.5011,20.9684,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15000000,16.52356082573315,0,1,0,110,2,5,34,15,0,2012,10,4,4,1,0,0,4668,0.7693,5.7542,3.2319,5.7422,4.909433333333333,5.7542,15.4976,0,0,0,0,0,0,0.0,0,1,19.107809857216928,1,9,2,17,2,0,0,0,0,1,0,1,3,6,1,1,1,46.0,0,0,1,0,1,29,1,160,54,1,2,1,2,1,1,3,1,0.7693,0.7693,0.6182,0.2243,2.3811,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5000000,15.424948670398354,1,0,0,87,1,4,18,19,1,2012,10,2,4,0,0,0,4673,0.6489,0.7149,4.047,1.0177,1.9265333333333334,4.047,6.4285,0,0,1,0,0,0,0.0,0,1,19.148421820628926,1,9,2,21,3,1,0,0,0,1,0,1,1,0,1,0,0,35.0,0,0,0,0,1,35,1,179,33,1,1,1,1,1,2,2,2,1.4294,0.6192,0.0,0.4519,2.5005,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000000,14.508658238524095,1,0,0,95,3,2,12,4,0,2012,10,4,4,1,0,0,4675,0.2684,4.5056,2.8707,0.9304,2.7689000000000004,4.5056,8.5751,0,0,0,0,0,0,0.0,0,1,0.0,0,9,2,14,3,0,0,0,1,0,0,0,1,0,1,0,0,9.0,0,1,0,0,1,18,0,122,6,0,1,1,1,1,1,2,2,0.2684,0.3042,0.0618,0.0655,0.6999,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
200000000,19.11382792951231,0,0,1,143,3,3,69,15,1,2012,10,2,4,0,0,0,4680,2.8301,7.5831,3.1513,4.4089,5.047766666666667,7.5831,17.973399999999998,0,0,1,0,0,0,0.0,0,1,19.606121164377278,5,9,2,7,1,0,0,0,1,0,0,0,3,11,1,1,1,156.0,0,0,0,0,1,19,1,348,88,1,2,1,1,1,4,2,1,1.1713,0.8549,0.328,0.5908,2.9450000000000003,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102000000,18.440483381052466,0,0,1,172,2,8,53,12,0,2012,10,4,4,1,0,0,4682,0.8854,15.4083,5.5046,3.137,8.016633333333333,15.4083,24.9353,0,0,0,0,0,0,20.181626917240596,2,0,19.97742811012475,11,9,2,11,2,0,0,0,0,1,0,1,2,4,1,1,1,91.0,0,0,1,0,1,23,1,544,37,1,5,1,1,1,4,6,9,1.4859,1.4859,0.2987,0.0744,3.3449,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
165000000,18.92145603792546,0,0,1,101,4,1,66,25,1,2012,11,3,4,0,0,1,4688,0.8382,2.4286,2.5192,1.4861,2.144633333333333,2.5192,7.2721,0,0,1,1,0,0,0.0,0,1,0.0,0,9,4,14,2,0,0,1,0,0,1,0,3,0,1,1,0,147.0,0,0,3,1,1,38,1,658,47,1,1,1,1,1,10,2,1,1.3835,0.2831,0.3516,0.0,2.0181999999999998,0,13,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,16.52356082573315,0,1,0,96,1,5,25,7,1,2012,11,4,4,1,0,1,4689,1.2386,1.2386,4.6432,2.105,2.662266666666667,4.6432,9.2254,0,0,1,0,0,1,0.0,0,1,0.0,0,9,4,27,6,0,0,0,0,1,0,1,3,1,1,1,1,126.0,0,0,0,0,1,40,0,145,19,0,3,1,3,1,3,4,4,1.5251,4.5077,1.2386,0.7385,8.0099,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000000,17.989897843244528,0,1,0,149,2,7,135,20,0,2012,11,4,4,1,0,1,4696,6.7303,2.7434,4.7907,2.5694,3.3678333333333335,4.7907,16.833799999999997,0,0,1,0,0,0,20.132794385136208,11,0,0.0,0,9,4,7,1,0,0,0,0,0,0,0,1,0,1,0,0,-1191.0,0,1,1,0,0,0,0,384,71,1,2,1,1,1,2,2,3,0.2793,6.7303,1.3507,0.512,8.872300000000001,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120000000,18.603002309079653,0,0,1,115,4,3,69,18,1,2012,11,1,4,0,0,1,4700,0.8783,4.7304,6.6285,3.02,4.792966666666667,6.6285,15.257200000000001,0,0,0,0,0,0,20.38382981244168,1,0,20.182224088863382,5,9,4,41,8,1,0,0,1,0,0,0,1,2,1,0,1,64.0,0,0,1,0,1,39,0,167,48,1,1,1,1,1,2,3,4,1.6593,1.6593,0.6182,0.5493,4.4860999999999995,0,9,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
55000000,17.822843761378564,0,1,0,92,3,9,38,8,0,2012,11,2,4,0,0,1,4701,0.9008,9.6712,3.0422,4.0753,5.596233333333333,9.6712,17.689500000000002,0,0,0,0,0,0,0.0,0,1,19.50154708560672,2,9,4,18,4,0,0,0,0,1,0,1,2,2,1,1,1,89.0,0,0,0,0,1,23,0,124,17,0,3,1,1,1,3,4,10,0.272,0.6999,0.5874,0.196,1.7552999999999999,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21000000,16.860033043306743,0,1,0,122,3,1,63,19,0,2012,11,4,4,1,0,1,4703,0.6074,3.4374,7.5858,7.8779,6.300366666666666,7.8779,19.508499999999998,0,0,0,0,0,0,18.676801481181165,1,0,19.483828283926652,5,9,4,23,3,0,0,0,0,1,0,1,1,0,1,0,0,116.0,0,0,1,0,1,20,1,423,66,1,1,1,1,1,2,3,5,0.6074,0.3377,1.6667,0.1044,2.7162,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
120000000,18.603002309079653,0,0,1,127,2,7,41,26,0,2012,11,1,4,0,0,1,4707,1.3508,2.1625,1.8953,1.148,1.7352666666666667,2.1625,6.5565999999999995,0,0,0,0,0,0,0.0,0,1,0.0,0,9,4,10,3,0,0,1,0,0,1,0,1,0,1,0,0,118.0,0,0,1,0,1,31,1,193,80,1,4,1,5,1,3,3,1,0.2858,1.3508,0.4202,0.8926,2.9494,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145000000,18.7922443072814,0,0,1,97,5,1,20,11,0,2012,11,2,4,0,0,1,4708,0.5851,3.6167,3.3104,7.8344,4.9205,7.8344,15.346599999999999,0,0,1,0,0,0,0.0,0,1,19.77352073356903,1,9,4,21,4,0,0,1,0,0,1,0,1,0,1,0,0,238.0,1,0,0,0,1,19,1,218,41,1,1,1,2,1,3,2,3,1.1581,0.5722,0.4184,0.0,2.1487,0,8,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15700000,16.5691713340128,0,1,0,98,1,2,68,16,0,2012,11,3,4,0,0,1,4709,1.4808,5.2548,5.0664,25.721,12.014066666666666,25.721,37.522999999999996,0,0,0,0,0,0,0.0,0,1,18.380354813871797,1,9,4,9,1,0,0,0,1,0,0,0,1,0,1,0,0,42.0,0,0,0,0,1,37,1,449,67,1,2,1,1,1,2,5,0,1.9319,1.1094,1.6667,0.2098,4.9178,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
