budget,log_budget,is_low_budget,is_mid_budget,is_blockbuster_budget,runtime,num_genres,num_production_companies,num_cast,num_keywords,is_franchise,release_year,release_month,release_dayofweek,release_quarter,is_weekend_release,is_summer_release,is_holiday_release,days_since_2000,director_popularity,actor_1_popularity,actor_2_popularity,actor_3_popularity,avg_actor_popularity,max_actor_popularity,total_star_power,has_popular_director,has_popular_lead,has_major_studio,is_disney,is_warner,is_universal,director_historical_avg_log_revenue,director_prior_films,is_director_debut,lead_actor_historical_avg_log_revenue,lead_actor_prior_films,movies_same_month,blockbusters_same_month,title_length,title_word_count,title_suggests_sequel,cert_g,cert_pg,cert_pg13,cert_r,is_family_friendly_cert,is_r_rated,num_trailers,num_teasers,has_trailer,has_multiple_trailers,has_teaser,days_trailer_before_release,early_marketing,late_marketing,social_media_presence,has_strong_social,has_tagline,tagline_length,has_homepage,overview_length,num_release_countries,wide_release,num_production_countries,is_us_production,num_spoken_languages,is_english,num_writers,num_producers,num_exec_producers,writer_popularity,producer_popularity,composer_popularity,cinematographer_popularity,total_crew_popularity,has_popular_composer,production_team_size,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_thriller,genre_war,genre_western,keyword_superhero,keyword_sequel_keyword,keyword_family_friendly,keyword_action_heavy,keyword_romance,keyword_scifi,keyword_horror_keyword
74000000,18.119575664681957,0,1,0,91,4,2,46,10,1,2015,6,2,2,0,1,0,5646,0.4412,8.7498,8.7204,3.6216,7.0306,8.7498,21.533,0,0,1,0,0,1,0.0,0,1,19.982107840346373,2,10,3,7,1,0,0,1,0,0,1,0,3,1,1,1,1,225.0,1,0,3,1,1,25,1,161,73,1,1,1,1,1,4,2,1,0.9907,1.3807,0.4531,0.0,2.8245,0,7,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000000,16.300417291085605,1,0,0,109,3,2,31,16,0,2015,6,3,2,0,1,0,5647,0.7249,2.2234,3.485,2.5755,2.7613,3.485,9.008799999999999,0,0,0,0,0,0,15.016991961326612,1,0,0.0,0,10,3,11,2,0,0,0,1,0,0,0,4,2,1,1,1,91.0,0,0,3,1,1,20,0,577,24,1,1,1,1,1,3,2,0,0.9712,0.563,0.324,0.0586,1.9167999999999998,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
11000000,16.213405921671733,1,0,0,104,4,6,30,5,0,2015,6,4,2,1,1,0,5648,0.8783,4.4901,4.4509,0.8602,3.2670666666666666,4.4901,10.6795,0,0,0,0,0,0,20.46314673301872,2,0,20.679533251387603,2,10,3,10,2,0,0,1,0,0,1,0,4,0,1,1,0,107.0,0,0,0,0,1,23,1,208,22,1,2,1,3,1,3,3,6,0.3116,1.3378,0.6182,1.7207,3.9882999999999997,0,12,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7000000,15.76142084987672,1,0,0,103,3,3,40,9,0,2015,6,4,2,1,1,0,5648,0.4836,1.456,3.4041,0.5738,1.8113000000000001,3.4041,5.9175,0,0,0,0,0,0,0.0,0,1,0.0,0,10,3,4,1,0,0,0,0,1,0,1,3,0,1,1,0,63.0,0,0,0,0,1,30,1,307,18,0,1,1,1,1,1,2,4,0.4836,3.7394,0.171,0.1813,4.5753,0,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155000000,18.858935681335133,0,0,1,126,4,2,76,13,1,2015,6,1,2,0,1,0,5652,0.5459,11.2423,2.8061,3.8743,5.974233333333333,11.2423,18.468600000000002,0,0,1,0,0,0,20.284424602723067,1,0,0.0,0,10,3,18,2,0,0,0,1,0,0,0,1,0,1,0,0,201.0,1,0,1,0,1,16,1,321,84,1,1,1,1,1,4,2,5,7.7821,1.8363,0.4864,0.2493,10.354099999999999,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
14000000,16.454567959008102,1,0,0,106,2,4,45,10,0,2015,6,2,2,0,1,0,5653,0.1631,9.5955,3.6914,1.116,4.800966666666667,9.5955,14.565999999999999,0,0,0,0,0,0,0.0,0,1,0.0,0,10,3,7,1,0,0,0,0,1,0,1,1,0,1,0,0,-82.0,0,1,0,0,1,24,1,138,35,1,4,0,2,1,3,2,0,0.1631,0.1311,0.2449,0.0714,0.6105,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68000000,18.035018277846262,0,1,0,115,2,5,115,8,1,2015,6,3,2,0,1,0,5654,4.0977,8.0009,4.0977,10.6452,7.581266666666667,10.6452,26.841500000000003,0,0,1,0,0,1,19.577197592931306,2,0,19.352444463133914,9,10,3,5,2,1,0,0,0,1,0,1,3,1,1,1,1,147.0,0,0,0,0,1,25,1,150,61,1,1,1,1,1,4,4,2,4.0977,4.0977,0.1818,0.9807,9.3579,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000000,16.118095750958314,1,0,0,99,2,8,9,17,0,2015,6,4,2,1,1,0,5655,1.5251,10.2579,1.0872,18.883,10.076033333333333,18.883,31.7532,0,0,0,0,0,0,16.37517064416816,1,0,19.738509308942394,5,10,3,11,2,0,0,0,0,1,0,1,3,1,1,1,1,116.0,0,0,2,1,1,34,1,238,43,1,3,1,2,1,5,6,5,1.5251,2.8665,0.0838,0.1281,4.6034999999999995,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14800000,16.51013780630191,1,0,0,115,2,2,68,8,1,2015,7,2,3,0,1,0,5660,0.3594,4.5633,3.5152,1.7558,3.2781000000000002,4.5633,10.1937,0,0,1,0,1,0,0.0,0,1,18.798584128379435,4,12,2,14,3,0,0,0,0,1,0,1,2,0,1,1,0,147.0,0,0,1,0,1,18,0,183,23,1,1,1,1,1,2,4,1,0.6244,4.5633,0.0,1.3659,6.553599999999999,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800000,13.592368256649284,1,0,0,88,2,4,14,8,0,2015,7,2,3,0,1,0,5667,0.8245,5.7336,0.2693,0.4315,2.1448,5.7336,7.2589,0,0,0,0,0,0,0.0,0,1,0.0,0,12,2,7,2,0,0,0,0,1,0,1,1,0,1,0,0,41.0,0,0,0,0,1,38,0,121,22,1,1,1,1,1,2,5,7,0.8245,1.7803,0.9373,0.1948,3.7369,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26000000,17.073607134447293,0,1,0,117,3,2,48,16,0,2015,7,4,3,1,1,0,5669,2.7706,6.7742,3.9697,2.9792,4.574366666666667,6.7742,16.4937,0,0,0,0,0,0,19.138331594863978,2,0,18.973750078161412,3,12,2,9,1,0,0,0,1,0,0,0,1,0,1,0,0,128.0,0,0,0,0,1,41,1,326,21,1,1,1,1,1,3,3,2,0.8438,1.1428,0.052,0.1768,2.2154000000000003,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
130000000,18.683045016112164,0,0,1,117,3,1,70,17,1,2015,7,1,3,0,1,0,5673,0.5029,6.122,3.8978,3.8806,4.633466666666666,6.122,14.4033,0,0,1,1,0,0,0.0,0,1,18.28479148230961,2,12,2,7,1,0,0,0,1,0,0,0,2,3,1,1,1,188.0,1,0,3,1,1,28,1,381,67,1,1,1,1,1,9,1,6,6.122,1.3791,1.4179,0.4311,9.350100000000001,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
16000000,16.588099342704055,0,1,0,102,3,4,24,7,0,2015,7,2,3,0,1,0,5674,0.3094,5.3784,4.7304,2.636,4.248266666666667,5.3784,13.054200000000002,0,0,0,0,0,0,0.0,0,1,18.87398318782995,2,12,2,6,1,0,0,0,1,0,0,0,1,1,1,0,1,-211.0,0,1,0,0,1,16,1,75,20,0,2,1,1,1,2,5,2,0.3094,0.9918,0.0459,0.1956,1.5427000000000002,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
88000000,18.292847383806116,0,1,0,106,4,7,81,36,0,2015,7,3,3,0,1,0,5675,4.7149,4.7182,3.9634,4.1854,4.289,4.7182,17.581899999999997,0,0,1,0,0,0,20.142442958600547,6,0,19.004077762047945,8,12,2,6,1,0,0,0,1,0,0,0,3,11,1,1,1,121.0,0,0,3,1,1,20,1,115,79,1,4,1,1,1,4,4,12,0.6884,4.7182,0.3516,0.3276,6.085800000000001,0,20,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11000000,16.213405921671733,1,0,0,95,2,2,41,2,0,2015,7,4,3,1,1,0,5676,2.3864,3.3802,6.9697,0.6783,3.676066666666667,6.9697,13.4146,0,0,0,0,0,0,18.3548386161554,4,0,17.221366947353047,3,12,2,14,2,0,0,0,0,1,0,1,1,0,1,0,0,78.0,0,0,1,0,0,0,1,156,20,0,1,1,1,1,1,3,3,2.3864,0.4098,0.0,0.6486,3.4448000000000003,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,17.370858648025116,0,1,0,125,2,2,96,20,0,2015,7,4,3,1,1,0,5676,1.4133,2.3983,6.003,3.6572,4.0195,6.003,13.4718,0,0,1,0,0,1,18.295117532314887,1,0,0.0,0,12,2,10,1,0,0,0,0,1,0,1,3,0,1,1,0,156.0,0,0,3,1,1,16,1,135,27,1,1,1,1,1,1,2,1,2.3983,1.4133,0.2011,0.1206,4.133299999999999,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
150000000,18.826145858727198,0,0,1,131,2,4,79,24,1,2015,7,1,3,0,1,0,5687,1.0631,13.0086,5.4004,3.3062,7.2383999999999995,13.0086,22.7783,0,0,1,0,0,0,19.201380826101023,1,0,19.81985769946727,11,12,2,34,5,0,0,0,1,0,0,0,2,0,1,1,0,127.0,0,0,3,1,1,36,0,173,76,1,1,1,3,1,4,5,2,1.0631,13.0086,0.2428,0.3573,14.671800000000001,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31000000,17.249497794707484,0,1,0,99,2,3,48,16,0,2015,7,1,3,0,1,0,5687,1.3728,2.0749,1.9737,3.2963,2.4483,3.2963,8.7177,0,0,1,0,1,0,0.0,0,1,0.0,0,12,2,8,1,0,0,0,0,1,0,1,4,4,1,1,1,82.0,0,0,0,0,1,20,0,291,59,1,1,1,1,1,3,2,7,3.0334,0.5031,0.4764,2.3227,6.3356,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
64000000,17.974393656948944,0,1,0,108,4,5,16,14,0,2015,7,2,3,0,1,0,5688,0.44,0.1134,3.5952,3.8499,2.5195000000000003,3.8499,7.9985,0,0,0,0,0,0,20.264545246935075,1,0,0.0,0,12,2,17,3,0,0,1,0,0,1,0,1,0,1,0,0,-119.0,0,1,1,0,1,46,0,321,29,1,3,0,1,1,4,4,6,1.3931,3.4476,0.267,0.0071,5.114800000000001,0,14,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5000000,15.424948670398354,1,0,0,108,3,3,20,20,0,2015,7,4,3,1,1,0,5690,2.82,2.82,2.9052,6.1212,3.9488,6.1212,14.6664,0,0,0,0,0,0,0.0,0,1,16.963963961454382,1,12,2,8,2,0,0,0,0,1,0,1,2,9,1,1,1,78.0,0,0,2,1,1,26,1,168,43,1,2,1,1,1,1,3,6,2.82,2.82,0.4837,0.153,6.276699999999999,0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
120000000,18.603002309079653,0,0,1,100,3,7,64,8,0,2015,8,2,3,0,1,0,5695,1.3536,4.5743,3.6798,6.0126,4.755566666666667,6.0126,15.6203,0,0,1,0,0,0,18.7922443072814,1,0,17.37302550814896,3,9,1,14,2,0,0,0,1,0,0,0,3,0,1,1,0,190.0,1,0,3,1,1,17,1,265,74,1,3,1,1,1,5,5,1,2.6159,1.6962,0.5032,0.3976,5.212899999999999,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
58000000,17.87595358575207,0,1,0,103,3,5,48,14,1,2015,8,2,3,0,1,0,5695,0.3952,9.5007,3.4182,2.4093,5.1094,9.5007,15.723400000000002,0,0,1,0,0,0,19.285184270011115,1,0,19.771589679940362,4,9,1,10,1,0,0,1,0,0,1,0,4,21,1,1,1,28.0,0,1,3,1,1,37,1,379,77,1,2,1,1,1,4,2,5,0.809,0.9055,1.6667,0.2248,3.6060000000000003,0,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
28000000,17.147715103853763,0,1,0,147,3,8,192,42,0,2015,8,1,3,0,1,0,5701,0.789,2.8385,2.2944,0.5184,1.8837666666666664,2.8385,6.4403,0,0,1,0,0,1,0.0,0,1,0.0,0,9,1,22,3,0,0,0,0,1,0,1,3,0,1,1,0,183.0,1,0,3,1,1,74,1,648,26,1,2,1,1,1,5,6,7,0.1473,3.3421,0.5902,0.3659,4.4455,0,18,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
75000000,18.132998684833918,0,1,0,116,3,4,29,9,0,2015,8,3,3,0,1,0,5703,4.3487,8.0633,1.336,3.9172,4.438833333333333,8.0633,17.6652,0,0,0,0,0,0,19.5651174848921,3,0,19.919130710849366,2,9,1,23,4,0,0,0,1,0,0,0,3,3,1,1,1,182.0,1,0,0,0,1,41,0,468,63,1,1,1,4,1,6,4,3,4.3487,4.3487,0.7034,1.429,10.8298,0,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28000000,17.147715103853763,0,1,0,96,2,7,58,13,0,2015,8,2,3,0,1,0,5709,0.4607,4.944,4.7304,3.0693,4.2479000000000005,4.944,13.204400000000001,0,0,1,0,0,0,18.447632909147018,1,0,19.583701669073395,5,9,1,14,2,0,0,0,0,1,0,1,3,0,1,1,0,51.0,0,0,0,0,1,26,0,397,28,1,2,1,1,1,1,5,10,0.7406,1.6108,0.2755,0.0987,2.7256,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000000,16.118095750958314,1,0,0,97,1,7,23,24,1,2015,8,2,3,0,1,0,5709,1.2257,41.3754,1.7634,0.1664,14.435066666666666,41.3754,44.5309,0,1,0,0,0,0,0.0,0,1,0.0,0,9,1,10,2,1,0,0,0,1,0,1,2,2,1,1,1,136.0,0,0,1,0,1,28,1,81,42,1,2,1,1,1,4,2,3,2.6775,2.6775,0.2111,0.1537,5.7198,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35000000,17.370858648025116,0,1,0,96,3,7,50,7,1,2015,8,3,3,0,1,0,5710,0.1126,5.3963,2.6835,0.5419,2.8739000000000003,5.3963,8.7343,0,0,0,0,0,0,0.0,0,1,0.0,0,9,1,16,3,0,0,0,0,1,0,1,3,0,1,1,0,189.0,1,0,0,0,1,18,1,104,73,1,2,1,1,1,3,4,3,0.9652,0.9652,0.5032,0.07,2.5035999999999996,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5000000,15.424948670398354,1,0,0,103,2,3,25,12,0,2015,8,2,3,0,1,0,5716,1.289,4.0368,1.8313,5.1845,3.6842,5.1845,12.3416,0,0,0,0,0,0,17.446273187638926,2,0,19.26268227638033,3,9,1,9,2,0,0,0,0,1,0,1,1,0,1,0,0,174.0,0,0,1,0,1,32,0,211,49,1,2,1,3,1,2,3,3,1.297,1.297,0.5032,0.1005,3.1976999999999998,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6000000,15.607270193858982,1,0,0,96,4,3,67,4,0,2015,8,2,3,0,1,0,5716,1.2635,5.8171,2.8319,1.5812,3.410066666666667,5.8171,11.4937,0,0,0,0,0,0,0.0,0,1,17.98062420660253,3,9,1,19,4,0,0,0,0,1,0,1,2,4,1,1,1,99.0,0,0,0,0,1,19,0,488,23,1,2,0,3,1,3,3,5,1.2635,1.0083,0.0339,0.1787,2.4844,0,11,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,17.034386422832473,0,1,0,95,3,9,30,7,0,2015,9,2,3,0,0,0,5723,0.2066,2.3239,1.7798,0.5988,1.5675,2.3239,4.9091,0,0,0,0,0,0,18.08404272759045,1,0,0.0,0,16,2,24,3,0,0,0,1,0,0,0,4,12,1,1,1,166.0,0,0,0,0,1,12,0,336,56,1,3,0,1,1,5,2,0,2.8986,2.8986,0.089,2.2666,8.152800000000001,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13000000,16.380459992348886,1,0,0,102,3,2,71,6,0,2015,9,0,3,0,0,0,5728,0.325,5.0664,4.031,5.1324,4.743266666666667,5.1324,14.5548,0,0,0,0,0,0,18.648112623230556,1,0,18.140436111713466,2,16,2,14,4,0,0,0,0,1,0,1,2,0,1,1,0,-87.0,0,1,0,0,1,29,0,464,50,1,1,0,2,1,1,3,6,0.1466,4.9668,0.0286,1.9364,7.0784,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
25000000,17.034386422832473,0,1,0,132,2,4,44,8,0,2015,9,2,3,0,0,0,5730,0.7535,9.3268,3.9439,1.1639,4.811533333333334,9.3268,15.1881,0,0,0,0,0,0,18.369600205877955,1,0,18.458697056625713,4,16,2,6,1,0,0,0,0,1,0,1,4,1,1,1,1,132.0,0,0,1,0,1,38,1,420,34,1,3,1,1,1,2,5,13,0.7535,1.0083,0.6182,0.2023,2.5823,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61000000,17.926384438531027,0,1,0,131,4,4,56,20,1,2015,9,2,3,0,0,0,5730,1.7834,4.5056,4.5447,8.382,5.810766666666666,8.382,19.2157,0,0,0,0,0,0,19.668631759263018,1,0,18.975750548832607,2,16,2,30,5,0,0,0,1,0,0,0,2,0,1,1,0,113.0,0,0,3,1,1,32,1,375,71,1,1,1,1,1,2,5,4,0.3097,1.8735,0.4045,0.2457,2.8333999999999997,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
55000000,17.822843761378564,0,1,0,121,3,6,39,13,0,2015,9,3,3,0,0,0,5731,0.462,4.0111,6.6256,8.0847,6.240466666666667,8.0847,19.1834,0,0,0,0,0,0,18.55259731783363,2,0,0.0,0,16,2,7,1,0,0,0,1,0,0,0,3,2,1,1,1,98.0,0,0,0,0,1,17,1,479,66,1,3,1,1,1,2,7,6,0.539,1.0083,0.9408,0.1801,2.6681999999999997,0,15,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,15.424948670398354,1,0,0,94,2,2,18,16,0,2015,9,3,3,0,0,0,5731,2.2553,1.1369,1.4029,1.0801,1.2066333333333334,1.4029,5.8751999999999995,0,0,0,0,0,0,19.834442530160796,4,0,0.0,0,16,2,9,2,0,0,0,1,0,0,0,2,7,1,1,1,140.0,0,0,1,0,1,40,1,177,29,1,1,1,1,1,1,2,2,2.2553,2.2553,0.0,0.2695,4.7801,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6000000,15.607270193858982,1,0,0,137,2,6,21,12,0,2015,9,4,3,1,0,0,5732,0.6916,0.8464,5.7223,1.2056,2.5914333333333333,5.7223,8.4659,0,0,0,0,0,0,17.36255648044295,1,0,0.0,0,16,2,19,4,0,0,0,0,0,0,0,1,1,1,0,1,43.0,0,0,0,0,1,23,1,382,32,1,2,1,2,1,2,6,3,0.6916,5.7223,0.1962,0.6916,7.3017,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2000000,14.508658238524095,1,0,0,97,3,4,96,11,0,2015,9,5,3,1,0,0,5733,0.7716,0.7264,2.6624,1.5093,1.6326999999999998,2.6624,5.669700000000001,0,0,0,0,0,0,0.0,0,1,0.0,0,16,2,14,2,0,0,0,0,1,0,1,2,0,1,1,0,-152.0,0,1,3,1,1,54,1,326,24,1,3,1,2,1,1,4,14,0.7716,1.253,0.8123,0.3279,3.1648,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30000000,17.216707972959764,0,1,0,122,3,3,56,32,1,2015,9,3,3,0,0,0,5738,3.1035,24.1846,4.9377,6.6256,11.915966666666668,24.1846,38.8514,0,1,1,0,0,0,18.620569490135487,1,0,0.0,0,16,2,7,1,0,0,0,0,1,0,1,3,6,1,1,1,90.0,0,0,0,0,1,41,1,153,79,1,3,1,2,1,1,5,2,6.2692,1.1583,0.4559,0.5908,8.4742,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53000000,17.78580249038432,0,1,0,123,3,7,69,17,0,2015,9,3,3,0,0,0,5738,1.0142,7.3579,2.82,2.0714,4.0831,7.3579,13.2635,0,0,0,0,0,0,16.54987813231892,1,0,19.862235828410405,13,16,2,10,2,0,0,0,0,1,0,1,3,5,1,1,1,146.0,0,0,0,0,1,24,0,209,62,1,2,1,1,1,4,5,11,0.3142,2.2031,0.4982,0.1044,3.1199000000000003,0,20,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,18.197537205138154,0,1,0,89,4,4,69,16,1,2015,9,0,3,0,0,0,5742,0.574,4.7182,6.0911,2.5797,4.463,6.0911,13.963000000000001,0,0,1,0,0,0,19.69709216755181,1,0,19.043982053610492,9,16,2,20,3,1,0,1,0,0,1,0,4,1,1,1,1,193.0,1,0,3,1,1,38,0,191,58,1,1,1,1,1,2,1,4,4.7182,0.7173,0.4764,0.0,5.9119,0,7,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,16.52356082573315,0,1,0,113,2,7,32,3,0,2015,9,1,3,0,0,0,5743,0.6373,3.5112,3.6304,1.9972,3.0462666666666665,3.6304,9.7761,0,0,0,0,0,0,0.0,0,1,16.856528469144724,4,16,2,7,1,0,0,0,0,1,0,1,2,0,1,1,0,110.0,0,0,0,0,1,35,0,195,31,1,2,0,1,1,4,3,6,0.8603,1.0892,1.6382,0.8711,4.4588,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35000000,17.370858648025116,0,1,0,121,1,3,67,38,0,2015,9,2,3,0,0,0,5744,0.9232,7.8779,11.8929,3.5624,7.777733333333334,11.8929,24.2564,0,0,1,0,1,0,0.0,0,1,18.70023703082423,4,16,2,10,2,0,0,0,1,0,0,0,2,0,1,1,0,133.0,0,0,0,0,1,26,1,231,72,1,1,1,1,1,1,2,2,0.9232,0.9232,0.4394,0.3571,2.6429,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000000,18.826145858727198,0,0,1,111,4,6,82,6,0,2015,9,3,3,0,0,0,5745,1.8819,2.066,2.6308,6.4865,3.7277666666666662,6.4865,13.0652,0,0,0,0,0,0,18.010538942139977,2,0,0.0,0,16,2,3,1,0,0,1,0,0,1,0,1,1,1,0,1,303.0,1,0,0,0,1,29,0,413,68,1,3,1,1,1,2,3,2,0.921,0.9833,2.6086,1.429,5.9419,0,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,17.370858648025116,0,1,0,123,3,3,66,10,0,2015,9,2,3,0,0,0,5751,1.9714,4.3365,3.9697,1.1647,3.156966666666667,4.3365,11.4423,0,0,0,0,0,0,19.837687488648942,4,0,17.48188692281458,3,16,2,8,2,0,0,1,0,0,1,0,2,0,1,1,0,118.0,0,0,0,0,1,37,1,121,81,1,1,1,2,1,3,4,1,1.9714,1.9714,0.9695,0.4972,5.4095,0,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108000000,18.497641794347754,0,0,1,141,3,4,54,19,0,2015,9,2,3,0,0,0,5751,3.5504,11.581,6.7852,3.7166,7.360933333333333,11.581,25.6332,0,0,1,0,0,0,19.538822174810594,5,0,18.948532957991862,7,16,2,11,2,0,0,0,1,0,0,0,2,0,1,1,0,114.0,0,0,3,1,1,35,1,343,81,1,1,1,2,1,3,5,1,0.6256,3.5504,0.5687,0.4972,5.2419,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20000000,16.811242881518265,0,1,0,106,3,6,52,14,0,2015,10,3,4,0,0,0,5752,1.1162,6.784,9.5955,4.7619,7.047133333333334,9.5955,22.2576,0,0,0,0,0,0,0.0,0,1,17.69218740325497,5,17,1,10,1,0,0,0,0,1,0,1,1,0,1,0,0,112.0,0,0,0,0,1,28,0,343,32,1,3,1,1,1,3,3,7,1.1162,1.1162,0.7427,0.2183,3.1934000000000005,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20000000,16.811242881518265,0,1,0,100,1,3,29,13,0,2015,10,4,4,1,0,0,5753,1.5959,3.4374,3.4751,2.6671,3.1931999999999996,3.4751,11.1755,0,0,0,0,0,0,18.1221256134656,1,0,19.487189742030907,9,17,1,5,1,0,0,0,0,1,0,1,2,0,1,1,0,46.0,0,0,0,0,1,50,1,209,26,1,1,1,2,1,2,3,9,1.9534,1.5959,0.4435,0.1614,4.1541999999999994,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,17.216707972959764,0,1,0,122,2,7,58,8,0,2015,10,4,4,1,0,0,5760,1.3864,3.5112,10.0949,4.7644,6.1235,10.0949,19.7569,0,0,1,0,0,0,17.216707972959764,2,0,16.81152482175528,5,17,1,10,2,0,0,0,0,1,0,1,2,8,1,1,1,145.0,0,0,3,1,1,30,1,230,41,1,2,1,1,1,2,5,1,0.8572,1.3864,0.7034,1.0107,3.9577,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55000000,17.822843761378564,0,1,0,119,3,2,46,15,0,2015,10,1,4,0,0,0,5764,3.2258,3.0382,6.7852,3.6742,4.499199999999999,6.7852,16.723399999999998,0,0,1,0,0,0,19.8341037748936,1,0,19.694417624577028,3,17,1,12,2,0,0,0,0,1,0,1,3,6,1,1,1,241.0,1,0,0,0,1,30,1,255,56,1,1,1,1,1,2,4,1,3.2258,3.2258,0.2449,0.7191,7.4156,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
